SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2997,3,1,Suburb,1996,386973.645238869
2243,2,2,Urban,2000,232462.452744668
2092,4,2,Urban,2005,246644.178883727
2070,5,1,Suburb,2015,136921.115048544
2008,5,1,Urban,2003,265746.580770875
1093,5,3,Rural,1950,118967.691915183
2773,3,3,Rural,1962,225775.661898225
1957,4,3,Rural,2004,291978.295036583
2011,3,3,Suburb,1993,261283.996396175
1452,2,3,Suburb,2003,240942.638506393
2227,4,2,Suburb,2016,216203.918089139
1911,3,3,Urban,1998,132355.816708883
1217,5,3,Suburb,2019,228079.113514036
1473,5,3,Rural,1958,148489.512191539
1431,2,1,Suburb,1992,150462.641761602
1340,2,3,Rural,2014,226047.232175168
1550,2,2,Urban,2013,115706.615259879
2635,5,1,Suburb,1988,270138.597072517
2312,3,1,Rural,1986,200589.028785047
2277,5,3,Rural,1975,258865.260342866
2757,5,1,Suburb,1983,296494.370104781
1356,5,3,Urban,1985,122490.161955328
1022,3,3,Suburb,1995,115202.937240422
2785,5,3,Urban,2013,341637.334632704
1521,2,2,Rural,1975,202351.357245562
2781,2,1,Suburb,1959,303105.489086604
2860,2,1,Suburb,1980,311183.918123979
2123,2,1,Rural,2007,149038.007187822
1801,5,1,Urban,1977,270736.495802138
2203,5,1,Suburb,1984,263493.245593864
2246,5,3,Suburb,2006,324176.94259543
2929,2,3,Suburb,1969,337269.882329587
1761,3,3,Urban,1985,249808.30888361
2682,4,2,Rural,2012,240370.011909981
1441,4,2,Rural,2019,316311.331209929
2631,4,2,Rural,1993,301656.17346018
1768,3,2,Urban,1962,245823.790084302
2015,5,1,Urban,1982,260271.791966954
2348,4,2,Rural,1999,223081.997362051
1515,4,1,Suburb,1994,133643.355204862
2039,5,1,Urban,2004,235473.25686475
1791,4,1,Rural,1999,152462.499305897
1335,5,3,Rural,2001,255989.504580042
2782,4,3,Suburb,1996,326470.336390601
1257,5,1,Suburb,1992,218502.858777411
1496,2,2,Urban,1959,202684.773057296
1895,3,1,Urban,1997,159563.627499803
1159,4,3,Rural,2017,167817.146703113
2498,5,2,Urban,2004,328340.96218738
1851,2,3,Suburb,1991,206542.456041902
2687,5,2,Urban,1980,254673.654771207
2931,4,3,Urban,1979,301490.215759757
1689,4,1,Urban,2019,211224.044114162
2698,4,3,Urban,1956,345220.805469683
1379,4,2,Suburb,1981,103848.360895102
2568,4,3,Urban,1991,254537.298270763
2952,2,2,Suburb,1975,352850.785423876
1956,5,3,Urban,1961,173719.795828023
1690,5,3,Rural,1963,197888.107948134
2450,4,1,Urban,1990,265276.146009899
2636,5,2,Suburb,1992,338456.411388533
2291,2,2,Suburb,1979,260643.218490289
2858,4,1,Rural,1958,304034.385670048
2600,3,3,Rural,1969,287191.810560108
2440,2,2,Suburb,2017,270580.713920938
2191,4,2,Suburb,1974,252500.319036942
2865,5,2,Urban,1952,371294.723216579
2066,2,1,Suburb,1986,257401.598864604
2579,4,1,Suburb,1977,284904.802347446
1284,5,2,Rural,2009,211770.317017696
1396,5,3,Suburb,2009,286856.521711755
1011,4,3,Rural,1969,175101.114852977
2630,2,1,Urban,2018,261717.154110965
2325,4,3,Rural,1957,192111.845708813
2921,4,1,Urban,2021,287287.609946798
2276,4,2,Rural,1981,255596.040467691
1498,4,2,Rural,1973,288403.488244887
1753,4,2,Urban,1974,185248.16571276
1034,5,1,Suburb,1969,209782.439028023
1726,4,3,Rural,2002,215865.850098995
1848,2,2,Suburb,1970,174158.994322064
1089,3,3,Suburb,1978,80169.2580621159
1775,4,3,Suburb,2011,197440.840632043
1604,2,1,Urban,2021,138311.845222758
2945,3,1,Rural,1983,272553.041025146
1969,2,3,Rural,1996,150367.972595135
2625,5,3,Suburb,1991,267944.927501391
2021,5,2,Rural,1958,192499.138536381
1417,3,2,Suburb,1985,154703.8779705
1114,3,2,Urban,1956,132670.155148476
1616,3,3,Urban,2016,143155.42629028
2926,5,1,Rural,1983,297645.455011948
2219,5,3,Suburb,2005,246920.264848977
1825,2,2,Urban,1986,230264.155012646
2524,5,2,Rural,2019,328545.860529638
2649,3,1,Suburb,2004,270556.700205466
2516,4,3,Suburb,1985,275162.445030351
2098,4,2,Rural,1959,185514.483463863
1412,3,1,Suburb,1990,149130.08966753
2399,5,2,Rural,2000,214095.054306211
2443,3,1,Rural,1954,290060.301219135
1728,5,3,Urban,1986,149000.28857168
2300,4,1,Urban,2006,267485.901300687
2020,2,3,Rural,1978,190984.008469559
1760,5,3,Suburb,2005,329138.605552952
1675,2,2,Urban,1980,216085.781634223
2417,4,3,Suburb,2001,298584.952546605
2892,2,2,Rural,1962,295605.455865962
1456,2,2,Rural,1978,220667.137376449
1919,3,3,Suburb,2007,224202.085790124
1191,2,1,Urban,1977,103169.830829835
1738,4,3,Urban,1980,241772.066104194
2712,5,3,Urban,1996,305954.649463684
2122,2,1,Urban,2014,152222.321231961
2571,5,2,Suburb,2009,239857.871164301
1977,3,2,Urban,1979,284245.941562822
2008,4,3,Suburb,2017,214463.713301226
1095,4,1,Urban,2021,172054.111139674
2687,5,1,Urban,2003,233840.693357676
1662,4,1,Suburb,2013,240334.624479816
2213,3,1,Suburb,1961,143838.145359356
2759,5,3,Suburb,1961,231149.534468153
1036,4,3,Rural,2005,57693.1151256787
2803,3,2,Suburb,1968,314396.566113902
2392,3,1,Rural,1985,269266.977581019
2718,2,3,Suburb,1963,246523.699775934
2548,4,3,Suburb,1953,192436.586038166
1278,5,1,Suburb,1954,214298.289579233
1216,2,1,Rural,1991,151148.94195553
1866,5,2,Rural,2009,241160.636371338
1872,2,1,Rural,1986,211510.341121496
2821,3,2,Suburb,1980,230251.834814605
2296,2,2,Suburb,2006,228944.862311094
2904,2,1,Rural,2001,272997.601557663
1061,2,1,Rural,1992,71057.4372923633
1595,4,3,Suburb,2004,138738.90112488
2903,2,1,Urban,1958,306800.502485941
1728,3,1,Rural,2001,221433.425932139
2365,5,2,Suburb,2002,260065.918395264
1396,4,1,Urban,1982,193685.517499387
1698,3,3,Urban,1951,253164.409034621
2042,4,3,Rural,1972,260611.245039884
1176,5,1,Suburb,1965,191111.803590678
2635,5,1,Suburb,1997,236979.265167757
1395,5,2,Rural,1953,142709.213243037
1444,4,1,Rural,1974,90595.4433607548
2256,4,2,Suburb,2017,232944.419166036
2938,5,1,Urban,2016,208320.65492303
1075,5,2,Rural,1988,170587.70088705
1264,3,3,Suburb,1971,185462.100567955
1454,5,1,Urban,2009,119379.406586993
2819,2,1,Urban,1985,304423.671313368
1717,4,2,Urban,1998,240869.407249803
1734,3,2,Urban,1982,212119.841469229
2407,4,1,Urban,1968,201291.271624743
2587,5,2,Suburb,2020,283949.794726342
1850,2,1,Suburb,1955,237898.532793522
2529,5,3,Urban,1977,218263.078296839
2390,4,2,Suburb,2014,222996.200836765
1143,3,1,Suburb,1963,148993.251178532
1884,4,3,Suburb,1961,239641.318020854
2092,3,1,Rural,2008,226598.797486443
2122,2,1,Urban,2020,229393.307176878
1395,5,3,Urban,1957,145356.129032636
2048,5,2,Suburb,1959,218497.798467464
1947,2,3,Suburb,2019,111367.23862299
1890,4,1,Suburb,1997,205937.965007384
2492,2,3,Rural,2003,319363.789173606
2507,5,1,Rural,1999,321563.407107835
2588,3,3,Urban,1996,319101.475204363
2174,5,2,Urban,1978,205614.388290947
2167,4,3,Rural,1958,266521.927402158
1568,3,3,Rural,2015,129901.830807786
2062,4,2,Rural,2018,246504.011076837
1108,5,1,Urban,2003,82999.5143809893
2716,5,3,Urban,1965,207232.53134222
2065,3,1,Urban,1957,135032.713861099
2209,4,3,Suburb,1971,296655.18677291
1934,3,2,Urban,1964,259611.217315999
1397,3,3,Suburb,1977,154224.855453846
2246,4,1,Urban,1978,184167.682777678
1633,3,1,Urban,1981,128511.640081976
2156,2,2,Urban,1965,199376.222550128
2186,3,1,Suburb,1982,305463.284213775
2238,5,2,Rural,1985,230947.262410516
1732,4,2,Suburb,1988,199698.299375613
1234,5,1,Urban,1999,196146.75126066
2866,2,1,Rural,2017,274487.713034125
1657,2,2,Suburb,1963,185033.507329514
1750,3,1,Rural,1988,222984.372323131
1587,5,2,Suburb,2020,208334.573950616
2032,3,3,Rural,1969,254289.730228927
2097,3,1,Urban,1999,247007.811706289
1953,5,1,Suburb,1988,189607.323206225
1491,2,2,Suburb,1957,188387.214676389
1912,2,3,Suburb,1979,217927.109142736
2276,2,3,Rural,1969,211264.247668995
2253,4,1,Urban,1977,193911.85871866
2542,4,2,Urban,2019,260737.615213215
2197,3,2,Urban,2003,277508.106796968
2676,4,1,Suburb,1969,288139.644045685
2191,4,3,Suburb,1972,310818.299665432
1169,5,2,Rural,1988,144823.878320159
2416,3,2,Suburb,1983,216479.231211117
1945,3,1,Urban,1971,208194.238722868
1794,5,1,Suburb,2006,253265.037670505
1633,2,3,Urban,1996,244006.211510389
2217,5,3,Urban,1967,186245.82829644
2540,2,2,Rural,1957,273339.077720534
1028,3,1,Urban,2010,145806.977886485
2188,3,1,Urban,1979,132414.177621805
2445,4,1,Rural,1998,380654.634961545
1338,4,3,Urban,2021,82162.2755798657
2671,5,3,Rural,2012,213976.859648997
2519,4,2,Suburb,1998,225675.330417808
2388,3,1,Suburb,1992,253719.621251208
2856,3,3,Suburb,1966,206099.425103415
2365,2,1,Urban,2021,233693.17511384
1499,4,3,Suburb,1992,41630.7390396858
2680,2,1,Suburb,2004,249052.428053662
1510,3,2,Suburb,2011,184231.203092072
2350,4,3,Rural,1971,308213.883035005
1216,2,3,Urban,1966,57095.7206044712
2324,3,2,Urban,2017,182389.194647597
2155,2,2,Rural,1969,217331.881641706
2827,4,1,Urban,1978,350242.868440272
2093,2,3,Urban,1995,289191.505473698
2275,2,1,Suburb,1963,243496.658233939
2438,3,1,Suburb,1980,208749.063341607
2810,4,1,Urban,1980,267005.919047408
1444,5,3,Rural,1952,105488.090832108
1875,5,2,Rural,1971,269844.160724566
2205,2,1,Suburb,2002,238840.572277164
1166,3,3,Suburb,2003,206852.129632215
1090,4,1,Urban,1976,92241.8058174814
1713,3,2,Rural,1981,133711.231844259
2881,4,2,Rural,1980,363943.316936149
2554,3,3,Suburb,1988,254325.533799992
1038,5,3,Rural,2011,115580.615552558
2149,5,2,Rural,2006,315570.854831943
2474,5,3,Suburb,2016,290504.418819353
1172,3,2,Rural,2011,192190.870896282
1652,3,1,Suburb,1982,204042.483275741
1753,2,2,Rural,2009,227730.13450252
2243,5,1,Suburb,1979,315812.009392729
2661,2,3,Urban,1962,235355.143849113
2081,3,1,Rural,1969,266445.024473258
2683,4,2,Rural,2021,373582.457963887
1475,5,3,Urban,1957,146532.873603071
1455,5,3,Rural,1970,141658.680700331
1828,5,2,Suburb,1962,311639.147379941
1894,5,3,Rural,1979,200989.294720386
2384,5,2,Urban,1998,284763.639834533
2958,3,1,Suburb,2007,229455.104194908
2024,5,1,Suburb,1995,253040.834629181
1386,5,3,Rural,1951,153895.937900664
2996,2,2,Urban,1968,340000.533712396
1347,4,2,Rural,1976,154491.006073228
1189,5,1,Rural,1956,194760.360587696
1504,2,1,Rural,1999,206783.253749089
2214,3,3,Urban,2002,253978.804751267
2531,2,2,Suburb,1990,234623.935945299
2392,5,3,Urban,1961,177596.201611748
2432,2,3,Urban,1966,244735.064529337
1823,2,3,Suburb,2021,236688.271761508
1928,3,2,Rural,2005,205486.307222825
1933,2,1,Rural,1970,214957.650012141
2140,3,2,Urban,1963,232001.809994153
1133,3,2,Urban,1971,31141.6611753178
1057,2,2,Suburb,1958,118092.00217453
2579,5,3,Urban,1955,295625.134668232
1684,4,3,Rural,1978,178076.619219886
1671,2,2,Suburb,1993,195992.024803371
1172,2,3,Rural,1965,48426.5695272412
2852,2,3,Rural,1993,237828.087006272
1814,4,1,Suburb,1978,224581.679513867
2172,4,2,Suburb,1970,240740.18783411
1079,3,2,Rural,2015,195945.227134177
1885,4,3,Suburb,2021,249861.146141017
2236,4,2,Suburb,1985,326922.004978531
1202,2,2,Urban,1952,206065.583207067
1763,3,2,Urban,2006,212178.721162619
2252,5,2,Rural,1998,316517.300206227
2699,3,3,Rural,1990,240508.836658332
2250,4,1,Suburb,1999,279073.863958296
2682,4,3,Suburb,1963,244530.016002917
2555,2,1,Urban,1972,354766.562494178
2464,5,2,Suburb,2015,276540.434339644
2425,5,2,Rural,1989,269753.636023922
1046,5,2,Urban,1970,92737.3991082759
2256,4,2,Rural,1992,90256.5313483889
2328,4,2,Rural,1995,256324.23144533
2549,3,2,Rural,1997,215428.439702149
2166,4,2,Rural,2018,349937.830479979
2438,5,1,Rural,1979,270658.200700591
2536,5,3,Urban,1989,341876.246488254
2396,5,2,Rural,1991,333079.809058047
2589,2,2,Rural,1973,352650.337204417
2909,3,2,Rural,2008,384570.009293221
2282,3,1,Rural,2014,295735.148337262
1655,4,2,Suburb,2003,195194.700080245
1470,2,3,Urban,2008,95133.3081146702
2976,3,1,Urban,2009,299964.916123325
1970,2,1,Suburb,1987,197931.972801061
2035,2,2,Rural,1951,234129.680732216
2353,4,1,Urban,2014,352243.843742038
1735,2,2,Rural,1957,195768.765830761
1783,3,3,Suburb,1960,189727.384591977
1967,4,3,Urban,1991,235663.84378317
1357,3,1,Urban,2004,82170.7383263377
1971,2,1,Rural,1990,238246.374598046
2431,2,2,Suburb,1952,209647.447503354
1667,5,1,Urban,1960,204634.148779599
1372,4,3,Rural,2009,121797.357862259
2031,4,1,Rural,1959,232913.778708774
2145,5,3,Rural,1961,260744.77494843
2371,3,2,Rural,2017,295669.214533139
1675,3,3,Suburb,1950,222874.725922103
1089,2,1,Urban,1989,169571.706500488
2671,4,3,Rural,1988,301400.876185495
1697,2,3,Suburb,1965,146521.308854911
2339,5,1,Urban,1974,239841.099189974
2201,2,2,Urban,1977,250995.748135737
1539,3,3,Rural,1992,230483.487824448
1731,3,1,Urban,1956,219340.690609296
1868,5,3,Rural,1978,271113.417885453
1040,3,3,Suburb,2012,154006.603601648
1739,5,3,Urban,1960,208431.569367491
2727,4,2,Rural,1950,312734.662928601
2946,5,3,Suburb,1977,342149.842393914
1501,5,1,Rural,1995,198493.321561948
1958,5,1,Urban,1952,256779.911748361
2168,3,3,Suburb,1963,233297.096236881
2224,4,2,Urban,1988,267938.942432275
1928,2,1,Urban,1974,210799.658927663
2747,4,2,Rural,1984,373797.132261637
1460,3,2,Rural,1979,128689.364661638
1731,4,1,Suburb,1989,149708.531364534
1751,4,1,Rural,1960,167144.437361949
1924,5,2,Suburb,2015,180984.979664381
1908,5,3,Urban,1988,207714.848357687
2581,3,2,Urban,1977,226302.526062826
2570,5,1,Urban,2013,341995.998228818
2276,3,2,Urban,1952,261788.230300122
1389,2,1,Suburb,1955,169312.495242631
2617,4,3,Suburb,1985,246554.254881706
1882,2,3,Urban,1952,218620.439216427
1255,2,3,Rural,1969,152644.907943359
1708,4,3,Urban,2019,79441.7298608698
2838,5,3,Suburb,2006,251681.75316897
2944,2,1,Rural,2001,270128.294769422
1449,4,2,Urban,1958,207723.089269496
1009,2,3,Urban,2017,100701.19979527
1823,2,1,Suburb,2019,236683.289384289
1797,4,2,Suburb,1999,234486.012407007
2265,5,2,Suburb,1955,165566.968884971
2274,3,3,Suburb,1992,286489.719599304
1876,4,3,Rural,2005,177401.4627307
2028,3,2,Rural,1966,249908.628547103
2142,4,2,Suburb,1981,161743.426829735
2015,4,1,Rural,1960,187143.684368924
2824,3,3,Urban,1975,247402.510014985
1373,3,2,Rural,1967,155358.825164248
2088,5,2,Urban,1979,279165.037172786
1145,4,3,Suburb,2013,89762.97208251
1223,4,1,Urban,1981,181760.120079528
2262,4,1,Suburb,2006,244215.914968884
1176,5,3,Suburb,2011,245337.760212979
2802,3,1,Suburb,1956,303158.565743361
1852,4,1,Rural,1954,156793.642268773
2305,3,1,Urban,2019,290483.599202863
1062,5,2,Rural,1963,94671.1067321715
2240,2,2,Suburb,1995,194460.423333053
2877,3,1,Rural,1961,282958.555323785
1826,5,3,Suburb,1999,203993.739298476
1794,2,3,Urban,1990,205849.028149441
1688,4,3,Suburb,1957,149216.259469753
2484,4,1,Suburb,1952,246342.178945286
2952,3,3,Rural,2001,289062.443541255
2633,2,2,Suburb,1960,296127.975657224
1104,5,3,Urban,1997,97422.0836876238
2122,4,3,Urban,1961,163521.696400653
1510,4,2,Suburb,2000,122252.281940947
1384,2,2,Urban,1953,133770.93074876
1404,5,1,Suburb,1966,184800.952069162
1822,4,1,Suburb,1978,251020.943319354
1517,4,1,Urban,1972,115263.640640901
1475,3,1,Rural,2011,90949.3258050712
1708,5,1,Suburb,1961,189782.123380567
2886,4,2,Rural,1997,280071.504927967
2668,2,2,Rural,1982,258006.464541409
2893,4,2,Suburb,1962,386754.031922471
1770,5,3,Urban,1987,146603.657846136
2460,3,3,Suburb,1999,259605.931019209
2046,4,3,Urban,1961,259302.227784562
1996,2,1,Suburb,1975,172698.922668571
2588,4,3,Rural,2014,339031.539743373
1676,2,1,Suburb,1952,255611.727545278
1713,5,1,Urban,1957,192246.855876047
2481,3,1,Urban,1979,345003.497624839
1082,5,1,Suburb,1992,142633.850108956
2168,4,3,Urban,1963,195356.452710772
2108,4,2,Suburb,1966,279338.977750263
2101,3,1,Rural,2020,176065.22076955
1456,2,3,Suburb,1989,102686.512480016
2901,5,1,Suburb,2015,357084.862130918
1000,2,1,Urban,1957,77593.8775850447
1050,4,2,Suburb,1955,218059.032654329
1684,2,1,Rural,1967,97481.1216637833
1716,5,2,Rural,2015,251997.917232054
2795,2,3,Suburb,1951,291568.344237353
2469,4,1,Urban,2009,164581.103568332
1448,5,2,Rural,1952,232049.163501354
1880,2,1,Suburb,1956,153154.054812015
1487,2,1,Suburb,1996,40231.1745396975
2823,5,1,Rural,1979,400579.372212863
1033,4,2,Urban,1984,171695.785938405
2371,5,3,Suburb,2008,255858.325960886
1094,4,2,Rural,2011,198666.661369828
2095,2,3,Suburb,1996,232521.072629021
2574,5,2,Rural,1966,296498.538952376
1153,4,2,Suburb,2002,220953.761425364
1249,5,3,Urban,1982,177511.567957112
1673,2,3,Urban,2012,243821.286901541
1437,5,3,Rural,1991,152095.590825979
1117,2,2,Suburb,1997,62277.0524554743
1770,2,3,Urban,2011,182285.047441736
2914,2,1,Rural,1956,339183.522096067
2329,4,1,Urban,2004,335253.992492147
1267,4,1,Urban,1987,157519.096589037
2984,3,1,Suburb,2018,424502.067608613
2077,4,3,Suburb,1988,202779.75458676
1235,3,3,Urban,1978,106521.134679723
1388,5,1,Urban,1978,178038.717334221
1989,2,3,Urban,2004,233632.768267358
2757,4,1,Urban,2009,286469.374614146
1762,2,2,Rural,2015,173138.793035495
2848,3,3,Rural,1953,273489.4263233
1400,4,2,Urban,1969,205885.880853325
1623,4,3,Suburb,2000,200613.407049222
1766,4,3,Suburb,2019,227038.984129892
2326,4,3,Rural,2004,141390.547916971
1918,2,2,Urban,1995,267982.473576041
2230,4,2,Suburb,1996,207817.699950277
2252,3,1,Urban,2019,309843.498230409
1852,4,2,Rural,1963,151088.131165391
2933,3,2,Rural,1954,251312.063618386
1577,3,1,Suburb,1981,153390.659697121
1074,2,2,Urban,1991,145292.966241646
1434,4,2,Rural,1989,227151.092627418
1102,3,1,Suburb,1969,119347.721780235
2445,4,2,Urban,1994,240111.013750408
2727,2,1,Urban,1961,349505.432303367
1763,2,3,Rural,1990,182273.60301942
1737,4,3,Suburb,1959,192126.882826389
1805,3,2,Urban,1951,249793.796271805
2329,5,3,Suburb,2005,297511.552258147
1097,5,2,Urban,1965,177698.191545195
2873,2,1,Urban,1994,351221.319485262
1797,3,1,Urban,1996,145554.808926706
2358,5,1,Suburb,1990,276729.524709376
1858,3,3,Rural,1993,169985.327749365
1434,4,1,Urban,2020,131335.840614069
1446,2,1,Rural,2007,204761.00395947
2331,4,2,Urban,2004,316339.413649998
1248,4,2,Rural,1974,273099.85329381
1165,4,2,Suburb,1961,146864.03374919
2504,3,2,Urban,1967,206789.445206334
1983,5,1,Urban,2014,269940.161281797
2358,4,2,Rural,2003,223537.992155695
2019,2,3,Rural,2013,196595.676563949
1541,3,3,Rural,2012,224318.810793771
1758,5,3,Suburb,1964,203716.135086426
2129,4,2,Urban,2018,266474.769735439
2586,2,1,Suburb,1955,277634.184423787
1080,4,2,Suburb,1978,170586.861283169
1132,5,3,Rural,1975,134815.359510205
1796,5,2,Rural,1950,151337.733270437
1899,4,3,Urban,1978,276208.040212112
1137,4,1,Urban,1964,108678.204213131
1183,3,1,Urban,1995,162682.116393447
2424,5,1,Rural,2013,291911.785178409
2353,5,1,Rural,1986,259199.899846037
1784,4,1,Suburb,2004,207482.885721277
2531,2,2,Urban,2005,274383.143828957
2875,4,1,Suburb,1966,192842.645738723
1983,4,2,Urban,2021,233248.538309835
1068,5,3,Urban,2006,161092.391516277
1545,3,3,Urban,1971,235129.015315037
2797,4,1,Suburb,1956,233716.428569987
1052,2,2,Suburb,1952,146607.189241519
2473,2,1,Suburb,2003,198600.886770125
1204,4,3,Rural,2005,216805.169126538
1125,2,2,Rural,2013,105204.655388583
2770,2,3,Suburb,1958,332358.653267529
1042,4,2,Rural,1999,201918.862456969
2775,2,3,Rural,2020,290506.196747547
2994,2,1,Suburb,2006,280134.615405083
2906,4,1,Urban,1957,303339.800551116
1110,5,1,Rural,2002,200784.714095936
1760,3,3,Suburb,1984,242093.566167642
2686,3,3,Urban,1998,333760.397686497
2206,5,3,Rural,1973,338611.358249661
1847,4,1,Suburb,1956,204116.378649161
1094,5,3,Urban,1989,150610.529820592
2994,3,3,Rural,2000,351976.574820166
2397,3,1,Suburb,1985,188577.063309276
2935,3,3,Suburb,1983,373813.155675677
2543,3,2,Rural,2002,240045.814589342
1899,4,3,Suburb,2016,232981.914905103
1359,3,1,Urban,1982,192126.721079437
1899,3,2,Suburb,2015,183344.24374732
2719,4,1,Rural,2003,250253.118461229
1280,5,1,Urban,2014,156414.893777665
2218,4,1,Suburb,2018,276382.031115814
2887,3,2,Suburb,1989,343806.614613909
2218,2,2,Urban,2013,249691.394475693
1666,4,1,Urban,1959,139810.75977077
1092,4,3,Rural,1963,82690.0109954322
1671,5,2,Suburb,2000,238757.903850619
2969,3,1,Urban,1950,321467.975168208
1060,2,3,Suburb,1974,169940.950355382
1633,4,1,Suburb,1971,175580.256874953
2074,4,2,Suburb,1985,230989.247209898
2426,4,2,Rural,1976,279755.359646224
